combination,r2,q2,mae,rmsd,threshold,model
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'cone_angle')",0.15911894278025807,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'bite_angle')",0.5901902329089947,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'bite_angle_inverted')",0.22520991332662155,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'buried_volume')",0.5560707713255579,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'HOMO-LUMO Gap (eV)')",0.3634851845667544,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'dipole_x_base_symmetry')",0.4105323802906251,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'dipole_y_base_symmetry')",0.11438961477578657,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'total_dipole_10-11-12', 'dipole_z_base_symmetry')",0.13057427173973668,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'cm5_atom_5')",0.6116522860787768,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'cm5_atom_12')",0.5415090690856915,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'B1_11-6')",0.5369406352311117,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'B5_11-6')",0.5639269792487731,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'L_11-6')",0.6296303902755542,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'bond_length_12-14')",0.5258066196081979,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'cone_angle')",0.528253111056121,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'bite_angle')",0.6080463564140794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'bite_angle_inverted')",0.5228729795765756,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'buried_volume')",0.5308136141854094,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'HOMO-LUMO Gap (eV)')",0.6745505888024463,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'dipole_x_base_symmetry')",0.6315181435368055,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'dipole_y_base_symmetry')",0.5268345958578833,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'hirshfeld_atom_12', 'dipole_z_base_symmetry')",0.5233418115793796,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'cm5_atom_12')",0.18792479641002047,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'B1_11-6')",0.11942080057868754,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'B5_11-6')",0.2539976443854882,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'L_11-6')",0.18571996392246104,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'bond_length_12-14')",0.6168939805355866,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'cone_angle')",0.30326137712472545,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'bite_angle')",0.6125795296861754,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'bite_angle_inverted')",0.40320596540597053,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'buried_volume')",0.5871357557427086,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'HOMO-LUMO Gap (eV)')",0.3778679173171757,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'dipole_x_base_symmetry')",0.35011661259388227,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'dipole_y_base_symmetry')",0.11868114534730234,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_5', 'dipole_z_base_symmetry')",0.1678233728233205,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'B1_11-6')",0.16067446001232943,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'B5_11-6')",0.28422644006397313,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'L_11-6')",0.19511732177259167,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'bond_length_12-14')",0.395409366035526,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'cone_angle')",0.18546313053429764,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'bite_angle')",0.6383944491940111,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'bite_angle_inverted')",0.2219030547255486,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'buried_volume')",0.5079404107162573,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'HOMO-LUMO Gap (eV)')",0.4274084910510977,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'dipole_x_base_symmetry')",0.3607582497388021,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'dipole_y_base_symmetry')",0.15067423950848624,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cm5_atom_12', 'dipole_z_base_symmetry')",0.20360440725318485,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'B5_11-6')",0.22094798250823156,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'L_11-6')",0.18117957117309202,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'bond_length_12-14')",0.3985819841234238,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'cone_angle')",0.17486863892946625,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'bite_angle')",0.5891009781561647,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'bite_angle_inverted')",0.22937318311179156,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'buried_volume')",0.5251577768814968,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'HOMO-LUMO Gap (eV)')",0.3646165006589147,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'dipole_x_base_symmetry')",0.3492263725529984,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'dipole_y_base_symmetry')",0.092223256934161,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_11-6', 'dipole_z_base_symmetry')",0.12386031988655233,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'L_11-6')",0.29101977460301187,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'bond_length_12-14')",0.41903029323009844,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'cone_angle')",0.2593419133044953,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'bite_angle')",0.5899078868382301,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'bite_angle_inverted')",0.28879345196262707,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'buried_volume')",0.5381912422901478,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'HOMO-LUMO Gap (eV)')",0.45967666252019845,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'dipole_x_base_symmetry')",0.4564070388833732,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'dipole_y_base_symmetry')",0.22773197758851182,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B5_11-6', 'dipole_z_base_symmetry')",0.275848532397178,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'bond_length_12-14')",0.48517292195412187,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'cone_angle')",0.3390980667486664,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'bite_angle')",0.5976518698142235,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'bite_angle_inverted')",0.3362006871560499,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'buried_volume')",0.6283939166947752,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'HOMO-LUMO Gap (eV)')",0.43292943366608794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'dipole_x_base_symmetry')",0.3394077910706341,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'dipole_y_base_symmetry')",0.18942688185605328,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'L_11-6', 'dipole_z_base_symmetry')",0.4017409675076393,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'cone_angle')",0.46536589840310494,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'bite_angle')",0.6023612006842662,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'bite_angle_inverted')",0.4623393848812204,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'buried_volume')",0.5136652772763628,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'HOMO-LUMO Gap (eV)')",0.6010811765276127,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'dipole_x_base_symmetry')",0.5234835199012033,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'dipole_y_base_symmetry')",0.38985860133678873,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bond_length_12-14', 'dipole_z_base_symmetry')",0.3943597752907678,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'bite_angle')",0.610758460794893,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'bite_angle_inverted')",0.23299756396734062,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'buried_volume')",0.523336856540136,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'HOMO-LUMO Gap (eV)')",0.41173846356128263,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'dipole_x_base_symmetry')",0.41477063281600035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'dipole_y_base_symmetry')",0.16216786491856083,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cone_angle', 'dipole_z_base_symmetry')",0.16972080724742566,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'bite_angle_inverted')",0.6005679764973182,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'buried_volume')",0.6242703793597121,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'HOMO-LUMO Gap (eV)')",0.7469666480290867,0.507977081306626,0.4462800531916311,0.557053613976566,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'dipole_x_base_symmetry')",0.6103404862255488,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'dipole_y_base_symmetry')",0.5881332605647808,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle', 'dipole_z_base_symmetry')",0.6007801287413479,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle_inverted', 'buried_volume')",0.5063653997791184,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle_inverted', 'HOMO-LUMO Gap (eV)')",0.47978115146979117,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle_inverted', 'dipole_x_base_symmetry')",0.43191719532604556,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle_inverted', 'dipole_y_base_symmetry')",0.22044466568977517,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'bite_angle_inverted', 'dipole_z_base_symmetry')",0.22806857211033704,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'buried_volume', 'HOMO-LUMO Gap (eV)')",0.6635083480690263,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'buried_volume', 'dipole_x_base_symmetry')",0.6366084459099637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'buried_volume', 'dipole_y_base_symmetry')",0.5260717127270195,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'buried_volume', 'dipole_z_base_symmetry')",0.5063220587081734,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_x_base_symmetry')",0.6023455196170822,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_y_base_symmetry')",0.3665934297352442,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'HOMO-LUMO Gap (eV)', 'dipole_z_base_symmetry')",0.38507576044029457,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'dipole_x_base_symmetry', 'dipole_y_base_symmetry')",0.42833084752839035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'dipole_x_base_symmetry', 'dipole_z_base_symmetry')",0.42287475484208636,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'dipole_y_base_symmetry', 'dipole_z_base_symmetry')",0.13346431620947974,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'Frequency_Stretch_5_4')",0.32379870703357727,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'Amplitude_Stretch_5_4')",0.3092612862078591,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'cross')",0.2652265789619104,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'cross_angle')",0.37394401391961474,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'para')",0.2858942462521168,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'para_angle')",0.31783209803187273,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'Frequency_Bending_22-23')",0.30252345343042863,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'Cross_mag_Bending_22-23')",0.2758216878750964,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'total_dipole_5-1-25')",0.27224957940805006,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'dipole_x_10-11-12')",0.2889041864571402,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'dipole_y_10-11-12')",0.2614711193545649,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'dipole_z_10-11-12')",0.43534626378870644,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'total_dipole_10-11-12')",0.27224957940805006,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'hirshfeld_atom_12')",0.578550338120587,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'cm5_atom_5')",0.2661728825768649,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'cm5_atom_12')",0.3063438253396503,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'B1_11-6')",0.2631847832165267,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'B5_11-6')",0.3494670694126565,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'L_11-6')",0.32129902987332415,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'bond_length_12-14')",0.49994573889332294,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'cone_angle')",0.2920526020055373,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'bite_angle')",0.6196968046461895,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'bite_angle_inverted')",0.38245929815518853,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'buried_volume')",0.551150217988051,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'HOMO-LUMO Gap (eV)')",0.4642033454577351,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'dipole_x_base_symmetry')",0.3717341572372427,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'B1_B5_angle_20-9', 'B1_25-1', 'dipole_y_base_symmetry')",0.261476110940115,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
